Epoch,Time (seconds)
1000,8.241767883300781
2000,16.24114990234375
3000,24.459473371505737
4000,32.38512992858887
5000,40.486339807510376
6000,48.769877433776855
7000,56.74392533302307
8000,65.1288492679596
9000,73.43958830833435
10000,81.52226042747498
11000,89.50550580024719
12000,98.01071763038635
13000,106.90080499649048
14000,115.84428000450134
15000,124.82675671577454
16000,133.85630464553833
17000,142.97467398643494
18000,151.94300270080566
19000,161.11997056007385
20000,170.45057344436646
21000,179.3703637123108
22000,188.51855301856995
23000,197.56945991516113
24000,206.65417385101318
25000,215.47397303581238
26000,224.68049454689026
27000,234.0079038143158
28000,242.82270789146423
29000,252.04315185546875
30000,260.9504392147064
31000,270.4229655265808
32000,279.96245098114014
33000,288.80681324005127
34000,297.83431577682495
35000,306.6555061340332
36000,315.86922430992126
37000,324.82697010040283
38000,333.7366871833801
39000,342.69371008872986
40000,351.75146555900574
41000,360.86054372787476
42000,369.8217191696167
43000,378.90012311935425
44000,388.0438377857208
45000,397.00418972969055
46000,405.80372190475464
47000,414.95989060401917
48000,423.89981508255005
49000,432.98135471343994
50000,441.939261674881
51000,451.1139440536499
52000,460.0644872188568
53000,468.9899671077728
54000,477.8543863296509
55000,486.8360860347748
56000,495.91520047187805
57000,505.0099091529846
58000,513.7416715621948
59000,522.8977544307709
60000,531.8354623317719
61000,540.9179270267487
62000,549.6808984279633
63000,558.5243158340454
64000,567.7772998809814
65000,576.677752494812
66000,585.6421139240265
67000,594.6805713176727
68000,603.9020843505859
69000,613.0903451442719
70000,621.9652600288391
71000,631.1408026218414
72000,640.1467742919922
73000,649.1524171829224
74000,658.036150932312
75000,667.2261216640472
76000,676.4547171592712
77000,685.1585757732391
78000,693.9736812114716
79000,703.2006740570068
80000,712.2423715591431
81000,721.3761518001556
82000,730.5126831531525
83000,739.6048631668091
84000,749.026097536087
85000,757.9564995765686
86000,766.7731540203094
87000,775.8027729988098
88000,784.9564733505249
89000,794.326681137085
90000,803.2393841743469
91000,812.6845269203186
92000,821.8394713401794
93000,830.6677434444427
94000,840.063285112381
95000,848.8254611492157
96000,858.1913571357727
97000,867.6694233417511
98000,877.1874194145203
99000,886.5709941387177
100000,896.455539226532
101000,906.0512323379517
102000,915.4974255561829
103000,925.6774439811707
104000,935.2703280448914
105000,944.5849149227142
106000,955.2010688781738
107000,964.7998743057251
108000,974.5455868244171
109000,984.473405122757
110000,994.1639151573181
111000,1003.6755404472351
112000,1013.1663880348206
113000,1022.5353062152863
114000,1032.0370073318481
115000,1041.7962815761566
116000,1051.2785339355469
117000,1060.8743906021118
118000,1069.8699216842651
119000,1079.42511510849
120000,1089.1630835533142
121000,1098.6295902729034
122000,1108.5258016586304
123000,1117.9554586410522
124000,1127.4676358699799
125000,1136.71945810318
126000,1145.805386543274
127000,1155.3183424472809
128000,1164.2554461956024
129000,1173.1594817638397
130000,1182.4286510944366
131000,1191.4071915149689
132000,1200.6529636383057
133000,1209.6932799816132
134000,1218.9241037368774
135000,1228.063555240631
136000,1236.999934911728
137000,1245.8942506313324
138000,1254.8584756851196
139000,1263.9468445777893
140000,1273.0231845378876
141000,1281.8641662597656
142000,1291.2166557312012
143000,1300.207542181015
144000,1309.300193786621
145000,1318.237559080124
146000,1327.1262352466583
147000,1336.6408698558807
148000,1345.6816010475159
149000,1354.7916021347046
150000,1363.9183957576752
151000,1373.0953783988953
152000,1382.577213048935
153000,1391.4870793819427
154000,1400.2019011974335
155000,1409.6301736831665
156000,1418.4938960075378
157000,1427.6696178913116
158000,1436.6811692714691
159000,1446.1545779705048
160000,1455.4471600055695
161000,1464.344999551773
162000,1473.3292973041534
163000,1482.2053716182709
164000,1491.2297191619873
165000,1500.0071856975555
166000,1509.1353454589844
167000,1518.3447444438934
168000,1527.418705701828
169000,1536.2101383209229
170000,1544.9492535591125
171000,1554.0707647800446
172000,1563.6402769088745
173000,1572.5698311328888
174000,1581.9517893791199
175000,1591.0004909038544
176000,1600.027897119522
177000,1609.199615240097
178000,1618.161480665207
179000,1627.1594383716583
180000,1636.2245841026306
181000,1645.1739406585693
182000,1654.3481392860413
183000,1663.6361396312714
184000,1672.4661664962769
185000,1681.2058296203613
186000,1690.515630722046
187000,1699.7784340381622
188000,1708.6236712932587
189000,1717.5911450386047
190000,1726.4706699848175
191000,1736.234257698059
192000,1745.2234902381897
193000,1754.0633614063263
194000,1763.037956237793
195000,1771.9243364334106
196000,1781.0571765899658
197000,1790.063199043274
198000,1799.149225950241
199000,1808.589272737503
200000,1817.5132887363434
201000,1826.48779296875
202000,1835.7147591114044
203000,1844.8692264556885
204000,1854.2826130390167
205000,1863.3613379001617
206000,1872.7496764659882
207000,1882.014976978302
208000,1891.1266651153564
209000,1900.050291776657
210000,1909.0890057086945
211000,1918.8868432044983
212000,1927.9583275318146
213000,1937.2077233791351
214000,1946.3874907493591
215000,1955.7601549625397
216000,1964.662081003189
